,name,salary,rating,numOfrates
596,domo,55619.5,4.0,2.0
597,dow jones,75673.2,3.6428571428571432,14.0
598,dr foster holdings,101704.0,3.0,4.0
599,dr. reddy's,103966.0,4.5,2.0
600,dropbox,66288.5,4.25,4.0
601,druva,93049.0,3.5,2.0
602,dupont,86762.55555555556,4.666666666666667,3.0
603,duco,27361.5,3.0,2.0
604,duedil,71573.0,4.0,9.0
605,duff & phelps,86423.42857142857,3.5999999999999996,5.0
606,duke corporate education,87842.0,4.0,2.0
607,dun & bradstreet,85451.25,3.75,8.0
608,dynata,103607.45454545454,3.3,20.0
609,dynatrace,71585.35,3.666666666666667,3.0
610,dyson,74036.22772277228,3.5,64.0
611,e.on,82584.5,4.171978021978021,40.0
612,e6,92855.5,4.0,2.0
613,eat,58313.5,2.4444444444444446,18.0
614,ecco sko,124469.0,3.0,5.0
615,ecs,68843.5,2.636363636363636,11.0
616,edf,89156.83333333333,3.829268292682927,41.0
617,editec,82709.36363636363,1.5,2.0
618,edmi,111407.0,1.3333333333333333,3.0
619,ef education first,79539.6875,3.2800000000000007,25.0
620,elc group,79483.5,3.0,2.0
621,elexon,140859.0,4.666666666666667,3.0
622,emcor group (uk),76642.0,3.0,6.0
623,emis group,66707.5,3.2068965517241383,29.0
624,emr recruitment,58491.0,4.4,5.0
625,engie,70796.62280701754,2.9545454545454555,22.0
626,engie cofely,52160.666666666664,3.0,2.0
627,eon reality,78223.66666666667,5.0,2.0
628,epam,72506.51612903226,3.0,9.0
629,eriks group,89219.5,3.6666666666666665,3.0
630,ert,66559.625,3.1999999999999997,5.0
631,ey,75130.64621676892,3.392307692307672,260.0
632,eames consulting group,76886.81818181818,3.25,4.0
633,eaton,77400.04,4.0,10.0
634,ebury partners,74631.30769230769,1.5714285714285716,14.0
635,ecolab,65451.76271186441,1.3333333333333333,3.0
636,economist group,75902.8,3.9,10.0
637,edelman,64895.0,3.7142857142857135,14.0
638,edenred,101751.25,3.666666666666667,6.0
639,edwards,82342.8,2.5,2.0
640,efficio,93083.42857142857,3.5,6.0
641,egencia,108882.6,4.285714285714286,7.0
642,egmont,30856.0,3.5,2.0
643,elastic,65488.692307692305,4.666666666666666,3.0
644,elavon,132083.5,3.5,2.0
645,electrolux,72531.69230769231,2.0,2.0
646,electronic arts,72415.64102564103,3.75,8.0
647,elekta,76047.08108108108,3.1538461538461564,13.0
648,element materials technology,110822.66666666667,3.0,5.0
649,elevate credit,123964.0,3.625,8.0
650,eligo recruitment,143121.0,4.333333333333333,3.0
651,elior,94995.85714285714,2.777777777777778,9.0
652,ellucian,90764.66666666667,4.666666666666667,3.0
653,elsevier,73379.52325581395,3.6086956521739135,23.0
654,emerald group,35453.666666666664,4.666666666666667,3.0
655,emerald technology recruitment,78711.0,2.25,4.0
656,emergn,72233.5,2.5,2.0
657,emerson,71998.04132231405,3.1538461538461497,13.0
658,emirates,54859.89473684211,3.399999999999999,5.0
660,endava,65688.52173913043,2.6666666666666683,3.0
662,energi people,64035.25,4.333333333333333,6.0
663,engage education,85214.0,3.875,8.0
664,enghouse interactive,85780.66666666667,3.285714285714286,7.0
665,ensono,48348.0,3.5,6.0
666,enterprise,79781.66666666667,3.1666666666666665,85.0
667,enterprise holdings,76973.25,4.5,2.0
668,environmental resources management,76051.81481481482,3.0625,16.0
669,epicor software,74685.0,4.0,4.0
670,epiq,20015.5,1.3333333333333333,3.0
671,episerver,58788.09090909091,4.5,2.0
672,epsilon,68688.6,3.7999999999999985,5.0
673,epson europe,66232.35714285714,4.0,5.0
674,equifax,82440.04166666667,3.8333333333333353,6.0
675,equiniti,121278.5,3.0454545454545454,22.0
676,equinix,79768.77551020408,4.0,15.0
677,equinor,89731.5,4.25,4.0
678,ericsson-worldwide,72605.72789115646,3.46875,32.0
679,esendex,77480.5,3.5,4.0
680,essence,48970.5,4.3,20.5
681,essentra,53930.0,2.1818181818181817,11.0
682,essilor,66254.15384615384,3.0,2.0
683,essity,65821.60714285714,3.666666666666668,3.0
684,estée lauder companies,45187.13333333333,3.761904761904761,21.0
685,euler hermes,78653.44444444444,2.5,2.0
686,eurasia group,72626.0,3.5,2.0
687,euro car parts,84242.5,2.7142857142857144,21.0
688,euroclear bank,74399.88235294117,4.666666666666667,3.0
689,eurofins scientific,77863.66129032258,3.5,4.0
690,euromoney,54953.0,3.0,15.0
691,euromonitor,71146.37837837837,3.260869565217391,23.27027027027027
692,euronet,62235.5,2.5,2.0
693,european bioinformatics institute,122800.0,4.2,10.0
694,european energy exchange,76121.75,3.5,2.0
695,eurostar international,66031.5,4.0,13.0
696,eventbrite,69480.25,3.3333333333333335,3.0
697,everbridge,79369.2,3.0,3.0
698,evertz microsystems,55504.5,1.0,5.0
699,evidera,92187.83333333333,4.125,8.0
700,eviivo,75804.0,3.6666666666666665,3.0
701,evolution recruitment solutions,61325.0,3.666666666666666,6.0
702,evotec,67368.76,3.0,2.0
703,exact,86661.0,3.0,2.0
704,expedia group,78842.53246753247,4.346666666666671,75.0
705,expeditors,84410.0,4.0,2.0
706,experian,61793.125,3.904761904761902,63.0
707,experis,74447.14830508475,3.8888888888889066,9.0
708,expleo group,72039.16216216216,3.0,2.0
709,explore group,36922.5,3.8333333333333335,6.0
710,expro,89890.41666666667,2.428571428571428,7.0
711,exxonmobil,71576.58620689655,4.0,9.0
712,eze castle integration,61572.5,2.6666666666666665,3.0
713,f5 networks,77226.95454545454,4.6000000000000005,5.0
714,fcm travel solutions,27849.0,4.5,2.0
715,fdm group,89784.8,1.9402985074626862,67.0
716,fico,66041.65789473684,3.666666666666668,6.0
717,fleetcor,62035.0,4.333333333333333,3.0
718,fm global,83252.71428571429,3.6666666666666656,3.0
719,fnz,73607.88888888889,2.0,16.0
720,fti consulting,43693.6,3.695652173913044,23.0
721,fxcm,58819.142857142855,3.0,2.0
722,facebook,72587.31753554502,4.6181818181818235,55.0
723,factset,86489.70588235294,3.9714285714285733,35.0
724,fairmont hotels & resorts,90732.25,4.333333333333334,3.0
725,faithful + gould,69635.53333333334,3.6666666666666656,6.0
726,fanatics,107882.66666666667,3.5,4.0
727,farfetch,65929.32530120482,3.9411764705882333,17.0
728,faurecia,75779.61904761905,2.6666666666666656,3.0
729,featurespace,112059.25,4.0,3.0
730,fedex,80351.63636363637,2.8000000000000003,5.0
731,felinesoft,55229.0,2.6666666666666665,3.0
732,ferrero,69662.35483870968,3.333333333333332,3.0
733,ferring pharmaceuticals,77753.0,3.666666666666667,3.0
734,ferrovial,87406.0,2.0,2.0
735,fidelity international,71506.76666666666,3.75,32.0
736,fidelity investments,72428.26086956522,3.5555555555555567,9.0
737,fifty-five,75316.33333333333,4.0,2.0
738,financial times,49055.0,3.888888888888889,45.0
739,financialforce,76897.0,4.571428571428571,7.0
740,finastra,72484.96808510639,3.3999999999999986,10.0
741,fine & country,74413.5,1.0,4.0
742,finning,47901.666666666664,4.0,2.0
743,fireeye,57800.142857142855,3.0,2.0
744,first bank of nigeria,80598.5,5.0,2.0
745,first data,50425.91111111111,3.0,13.0
746,first point group,109639.5,2.0,2.0
747,fiserv,79244.3,2.1666666666666656,6.0
748,fisher investments,94118.75,4.333333333333333,3.0
749,fitch learning,41846.0,2.75,4.0
750,fitch ratings,108729.875,2.91304347826087,23.0
751,five guys burgers & fries,63272.0,2.833333333333333,24.0
752,flashbay,58851.555555555555,3.0,8.0
753,fleishmanhillard,120178.5,2.6666666666666665,3.0
754,flexera,53506.0,4.25,4.0
755,flight centre travel group,98102.14285714286,3.4782608695652177,23.0
756,flowserve,74241.86,4.0,3.0
757,fluor,82346.41666666667,3.5,6.0
758,flying tiger copenhagen,43136.0,2.25,4.0
759,focusvision,68153.66666666667,1.25,4.0
760,focusrite,97983.0,4.0,3.0
761,foot locker,42253.0,2.5,8.0
762,forcepoint,70302.9705882353,3.333333333333332,6.0
763,ford motor company,92723.94117647059,3.333333333333334,30.0
764,ford motor company (uk),78707.0,4.375,8.0
765,foreign and commonwealth office,74322.45454545454,3.166666666666667,6.0
766,foresters financial,88986.4,1.0,3.0
767,forgerock,103590.33333333333,4.142857142857143,7.0
768,fortinet,71523.87012987013,3.5,2.0
769,forward (united kingdom),114720.0,5.0,2.0
770,forwardpmx,87870.0,4.615384615384614,26.0
771,founders factory,80531.9,4.0,3.0
772,four seasons,60686.05882352941,4.333333333333334,12.0
773,fourthline,111271.0,4.0,3.0
774,fragomen,74271.5,3.75,4.0
775,framestore,59529.0,3.272727272727273,11.0
776,frank recruitment group,68910.68421052632,3.159090909090907,44.0
777,franklin templeton investments,76667.22222222222,3.75,4.0
778,frazer-nash consultancy,60930.4,3.363636363636364,11.0
779,freeagent,64398.444444444445,4.875,8.0
780,freelancer,70293.5172413793,3.0,7.0
781,fresenius medical care,85289.4,2.5,2.0
782,frontier,73819.0,1.0,2.0
783,frontier economics,104242.0,4.333333333333333,3.0
784,frost & sullivan,111312.0,1.625,8.0
785,fugro,59823.444444444445,3.142857142857143,7.0
786,fujifilm diosynth biotechnologies,88484.0,4.0,3.0
787,fujitsu,70354.0,3.373134328358208,67.0
788,full circle recruitment,67523.0,3.5,2.0
789,funding circle,57854.75,3.958333333333333,24.0
791,future electronics,90615.33333333333,3.2222222222222228,9.0
792,fuze,70159.06666666667,5.0,2.0
793,g adventures,33855.666666666664,4.666666666666667,3.0
794,g forces web management,38153.25,2.3,10.0
795,g-research,57556.05882352941,4.5,8.0
796,g4s,53123.166666666664,2.4814814814814814,27.0
797,gain capital,55232.666666666664,3.2999999999999994,10.0
798,gbg,50984.0,3.5,6.0
799,gcs recruitment,100885.25,4.111111111111111,9.0
800,ge,86877.30769230769,3.9894736842105254,96.0
801,ge aviation,81978.72727272728,3.9411764705882346,17.0
803,ge healthcare,74646.53787878787,4.157894736842095,19.0
804,ge power,59904.325,4.125,8.0
805,gft technologies,66099.71428571429,2.0,8.0
806,gic investments,75883.7,4.25,4.0
807,gimo,66999.0,2.0,7.0
808,glg,65854.86666666667,4.1111111111111125,9.0
809,gm financial,43787.0,2.75,4.0
810,go,53806.0,2.333333333333333,3.0
811,gp strategies,94944.8,2.5,12.0
812,gs1,90692.0,3.5,2.0
813,gsma,87735.0,3.8,20.0
814,gtb,71070.0,4.5,2.0
815,gvc group,74400.4,3.375,16.0
816,gw pharmaceuticals,110512.5,2.6666666666666665,3.0
818,gallagher,96028.33333333333,3.4166666666666665,12.0
819,galliford try,100179.75,3.2857142857142856,7.0
820,gallup,64471.4,3.6666666666666665,3.0
821,gambling commission,133395.0,2.5,2.0
822,gamesys,58832.75,3.947368421052632,38.0
823,garmin,65237.5,2.0,3.0
824,garrison technology,109605.5,4.5,2.0
825,gartner,75943.23529411765,4.105263157894738,76.0
826,gattaca,96376.4,4.25925925925926,27.0
828,gazprom marketing & trading,129076.5,4.071428571428571,14.0
829,gemalto,77078.02631578948,3.5,4.0
830,general dynamics,65973.70588235294,4.0,2.0
831,general dynamics mission systems,69653.5,4.0,2.0
832,general mills,52575.857142857145,4.0,3.0
833,general motors (gm),70358.125,3.75,5.0
834,genesis oil and gas,69767.6,3.0,5.0
835,genesys,68024.0,4.25,4.0
836,genpact,69840.14634146342,2.444444444444448,9.0
837,gensler,62962.5,4.166666666666667,6.0
838,gentrack,40451.0,3.5,2.0
839,gerald eve,102834.0,5.0,3.0
840,getronics,75552.07142857143,3.666666666666668,3.0
841,gett,62738.68421052631,4.0,3.0
842,gfk,72086.31914893616,2.681818181818184,22.0
843,gi group,57648.21052631579,1.833333333333333,6.0
844,gilbarco veeder-root,38128.0,4.0,2.0
845,gilead sciences,68198.12727272727,3.375,8.0
846,givaudan,79636.44444444444,4.0,3.0
847,give a grad a go,71588.875,4.666666666666667,3.0
848,glasgow caledonian university,56162.5,3.333333333333333,6.0
849,glassdoor,68085.3,2.625,8.0
850,glaxosmithkline,79945.63888888889,3.971830985915505,143.0
851,global,74880.0,3.2,15.0
852,global eagle,108628.0,2.4444444444444446,9.0
853,global fashion group,67021.62068965517,4.0,2.0
854,global university systems,59358.375,2.142857142857143,14.0
855,globality,97069.5,3.0,2.0
856,globetech,28311.5,4.5,2.0
857,globeop financial services,103008.0,2.0,2.0
858,glory global solutions,54174.333333333336,4.0,2.0
859,gocardless,40008.0,4.615384615384615,13.0
860,godaddy,76232.92592592593,5.0,3.0
861,gocompare,110248.0,4.0,7.0
862,godiva chocolatier,39397.0,4.5,2.0
863,gofluent,87561.0,1.0,2.0
864,golden charter,111786.33333333333,3.0,2.0
865,golder associates,71963.21428571429,4.0,2.0
866,goldman sachs,68675.90163934426,4.247787610619469,115.0
867,goodman masson,107119.0,4.545454545454546,22.0
868,goodwood estate,77386.0,4.666666666666667,3.0
869,google,74762.20292887029,4.373626373626391,91.0
871,government actuary's department uk,92223.0,3.3333333333333335,3.0
872,government of the united kingdom,38378.0,3.6666666666666665,6.0
873,graduate recruitment bureau (grb),63792.72727272727,3.714285714285715,7.0
874,grant thornton,76166.5,3.5,6.0
875,gravitas recruitment,68008.0,3.1666666666666665,6.0
876,grayce,121608.5,2.125,8.0
877,great ormond street hospital,57314.5,4.0,5.0
878,green man gaming,135085.0,2.2,5.0
879,greyspark,77016.66666666667,2.3333333333333326,3.0
880,grohe,78753.5,4.0,2.0
881,groupm,80120.8275862069,4.1428571428571415,7.0
882,groupama,64109.25,4.0,2.0
883,groupe crédit agricole,74601.65432098765,4.0,2.0
884,groupe psa,74238.57142857143,3.3333333333333335,3.0
885,groupe productlife,26072.0,3.0,2.0
886,groupon,72492.25581395348,2.777777777777775,18.0
887,growth intelligence,22927.0,4.666666666666667,3.0
888,grunenthal,85926.66666666667,3.5,2.0
889,guardian industries,66279.0,5.0,2.0
891,guidebook,25017.0,4.5,2.0
892,guidepoint,65983.4,2.6666666666666665,3.0
893,guidewire,70886.28846153847,3.8571428571428594,7.0
894,guy carpenter,39826.5,3.5,4.0
895,guy's and st. thomas' nhs foundation trust,75506.66666666667,3.3000000000000003,10.0
896,gympass,86379.41666666667,2.5,2.0
897,h&h associates,84339.66666666667,1.0,2.0
898,h&m,73953.0,3.2890625,128.0
899,harman,70451.24074074074,3.5,2.0
901,hcl technologies,77101.8,3.0,16.0
902,here technologies,77868.12,4.0,3.0
903,hh global,76024.5,2.0,3.0
904,hid,77915.57142857143,3.0,2.0
905,hostmaker,86555.0,2.727272727272727,11.0
906,hp inc.,76154.31382978724,3.714285714285705,7.0
907,hsbc holdings,75429.01941747573,3.7086956521739056,232.7378640776699
908,habito,66627.0,5.0,6.0
909,hachette uk,64264.5,3.0,2.0
910,halfords,78325.0,2.96875,32.0
911,halliburton,75597.70833333333,3.5,8.0
912,hamlyn williams,57415.333333333336,1.4444444444444444,9.0
913,hampshire county council,77824.25,3.4,5.0
915,hard rock international,51212.666666666664,3.3333333333333335,3.0
916,hargreaves lansdown,87450.5,2.8421052631578947,19.0
917,"harley-davidson, inc.",105754.0,3.8,5.0
918,harnham,72373.46666666666,5.0,2.0
919,harvey nash group,65993.5,3.5,6.0
920,hasbro,72516.42857142857,4.5,4.0
921,havas media,53275.5,3.4545454545454546,11.0
922,havas worldwide,62461.75,3.4,6.0
923,hawk-eye innovations,64128.0,2.4,5.0
924,hays,73675.3488372093,3.6904761904761565,168.0
926,heathrow airport,111620.0,3.5789473684210527,19.0
927,heineken,39912.0,4.076923076923077,13.0
928,hellofresh,77717.61538461539,3.210526315789475,19.0
929,helpsystems,76489.33333333333,5.0,3.0
930,hemmersbach,66091.0,1.6666666666666667,3.0
931,henderson scott,57885.0,4.0,3.0
932,henkel,76910.85714285714,4.0,5.0
933,henry schein,76595.5,2.0,3.0
934,her majesty's revenue & customs,80631.5,3.0576923076923075,52.0
935,heriot-watt university,61526.0,3.375,8.0
936,hermes,50423.0,1.6538461538461535,26.0
937,hertz,96119.625,3.111111111111111,9.0
938,hewlett packard enterprise | hpe,75895.3605015674,3.638888888888908,108.0
939,hexagon,62375.40909090909,3.5,2.0
940,hexcel,34014.25,4.5,2.0
941,hill+knowlton strategies,73559.05882352941,3.5,4.0
942,hilti group,68558.81666666667,3.0,11.0
943,hilton,75454.34615384616,3.7090909090909077,55.0
944,hinduja global solutions,95129.5,1.8,10.0
945,hireright,56048.0,3.5,4.0
946,hired,20502.0,5.0,2.0
947,hiscox,67660.16666666667,4.208333333333334,24.0
948,hitachi,81892.0,4.0,4.0
949,hitachi capital (uk),59569.0,4.285714285714286,14.0
950,hitachi rail,37848.0,3.75,4.0
951,hitachi solutions,73361.07692307692,3.0,2.0
952,hitachi vantara,77950.14285714286,4.0,8.0
953,hobson prior,79534.57692307692,4.142857142857142,7.0
954,hogarth worldwide,83206.5,2.36,26.0
955,holiday extras,49532.0,4.470588235294118,34.0
956,holland & barrett retail,91437.6,2.3833333333333333,60.0
957,homeserve uk,81474.0,4.11578947368421,95.0
958,honeywell,70085.78280542986,2.566666666666669,30.0
959,horizon discovery group,56412.25,3.6,5.0
960,horwich farrelly,129160.0,2.25,4.0
961,house of commons,113565.0,3.6,5.0
962,houzz,84996.66666666667,3.3333333333333335,9.0
963,howden group,76274.8,2.5,2.0
964,howdens joinery,73148.85714285714,3.833333333333333,12.0
965,huawei technologies,77222.86666666667,2.4545454545454577,22.0
966,huddle,74427.0,4.2,5.0
967,hudl,63892.0,4.0,5.0
968,huge,52218.57142857143,4.0,3.0
969,hugo boss,77453.8125,3.1875,16.0
970,hunter selection,69184.11111111111,5.0,2.0
971,huntress,73893.5,3.25,8.0
972,huntswood,125186.0,2.3,10.0
973,husco,131888.0,1.5,2.0
974,hyatt,79328.92,2.333333333333334,3.0
975,hydrogen group plc,61904.541666666664,3.3571428571428563,14.0
976,hyperoptic,22964.75,1.5,6.0
977,ibm,72705.29936305732,3.614718614718636,232.0
978,ic resources,71193.12903225806,5.0,4.0
979,icf,73343.41666666667,3.0,2.0
980,icon,64433.07692307692,3.833333333333334,6.0
981,idc technologies,111144.5,5.0,2.0
982,idex consulting,66207.0,4.0,2.0
983,idp connect,54378.0,3.333333333333333,6.0
984,idt,90752.0,2.666666666666667,3.0
985,iesa,68230.0,1.3571428571428572,14.0
986,ifds,94078.5,3.4,10.0
987,ig,73983.5,3.930232558139535,43.0
988,igt,86277.2,3.0,6.0
989,ihs markit,74264.57627118644,3.8142857142857043,71.0
990,ikea,75549.31666666667,4.078431372549012,51.0
991,imd,122622.0,3.0,2.0
992,imimobile,128671.0,4.0,2.0
993,incopro,52684.8,3.5,4.0
995,ing,73641.33333333333,3.2222222222222108,9.0
996,ion group,73139.26923076923,2.399999999999999,5.0
997,ipc,75820.18181818182,3.571428571428572,7.0
998,ipg mediabrands,73098.78571428571,3.5,2.0
999,ipsen,89834.5,3.25,4.0
1000,ipsoft,87808.5,3.0,7.0
1001,iqvia,74243.2697547684,3.5614035087719413,57.0
1002,iss,93912.42857142857,2.375,16.0
1003,iss facility services,93393.5,2.5,2.0
1004,it lab,68388.18181818182,4.0,5.0
1005,itw,85470.5,4.0,2.0
1006,ideagen,58963.375,3.8666666666666667,15.0
1007,ikano bank,112789.0,1.5,2.0
1008,illumina,76287.61904761905,4.533333333333332,15.0
1009,imagination technologies,75003.91304347826,3.1904761904761902,21.0
1010,immersive labs,46067.0,5.0,3.0
1011,imperial college healthcare nhs trust,41455.5,3.1666666666666665,6.0
1012,imperial college london,36483.0,3.842105263157895,114.0
1013,imperva,71127.0625,4.0,2.0
1014,imprivata,66330.0,2.6666666666666665,3.0
1015,improbable,53132.0,4.125,8.0
1016,imtech,63919.57142857143,2.0,3.0
1017,insites consulting,85654.09090909091,4.5,2.0
1018,indeed,72758.58823529411,4.333333333333333,3.0
1020,infinity works consulting,84920.33333333333,5.0,2.0
1021,infopro digital,91327.88888888889,4.0,2.0
1022,infor,85362.975,3.6111111111111134,18.0
1023,informa,65477.0,3.438596491228069,57.0
1024,informatica,75454.5172413793,4.166666666666669,6.0
1025,infosys,69437.50746268657,3.0731707317073145,41.0
1026,ingenico group,81260.96,2.799999999999999,5.0
1027,ingram micro,75645.18644067796,2.333333333333332,3.0
1028,inmarsat,73177.33333333333,3.888888888888889,18.0
1030,insight,82903.5,3.928571428571429,14.0
1031,insights,75686.0,3.0,4.0
1032,inspiratia,54667.5,1.0,2.0
1033,institutional shareholder services,54357.0,3.0,2.0
1034,instructure,48989.846153846156,4.5,2.0
1035,intapp,79502.0,3.333333333333333,3.0
1036,integreon,78750.0,2.0,3.0
1037,intel corporation,78052.93902439025,3.941176470588259,34.0
1038,intelligent people,102796.28571428571,5.0,2.0
1039,intercontinental hotels group,71371.6875,4.323529411764705,34.0
1040,interquest group,58992.642857142855,2.75,4.0
1041,intersystems,74393.30769230769,4.200000000000001,5.0
1042,interaction recruitment,113104.33333333333,2.0,2.0
1043,intercity technology,121018.0,3.888888888888889,9.0
1044,intercontinental exchange,64740.2,3.8,5.0
1045,international flavors & fragrances,61761.36,3.0,2.0
1046,international rescue committee,60114.42105263158,4.0,2.0
1047,international sos,99064.33333333333,3.1481481481481484,27.0
1048,interserve,86843.33333333333,2.9230769230769234,39.0
1049,intertek,109511.0,2.2105263157894743,19.0
1050,intertrust,80282.85,2.5,2.0
1051,intrado,40171.5,2.363636363636364,11.0
1052,intralinks,63038.545454545456,2.875,8.0
1053,intuit,82094.29411764706,4.650000000000003,20.0
1054,invesco,58162.4,4.117647058823529,17.0
1055,investis digital,108371.0,1.4,5.0
1056,ipsos,71846.4,3.548387096774193,31.0
1057,iqarus,100365.5,1.0,3.0
1058,iress,85353.22222222222,4.300000000000001,10.0
1059,isobar,73245.11764705883,4.5,4.0
1060,itiviti,60366.0,4.0,2.0
1061,itron,72823.16,4.0,2.0
1062,ivanti,60411.0,4.0,7.0
1063,j sainsbury,139584.0,3.3191489361702127,376.0
1064,j. walter thompson worldwide,55450.0,3.0,9.0
1065,j.p. morgan,71064.51202749141,4.054644808743186,183.0
1066,jacobs douwe egberts,48225.5,3.5,2.0
1067,jam recruitment,60867.416666666664,4.333333333333334,3.0
1068,jcdecaux,73443.18181818182,2.666666666666667,9.0
1069,jda software,77393.2,3.3333333333333326,6.0
1070,jll,74269.69343065693,3.6538461538461458,27.0
1071,jm group,61233.666666666664,3.333333333333334,6.0
1072,jack wills,146538.0,3.189189189189189,37.0
1073,jacobs,79194.94505494506,3.1612903225806455,31.0
1074,jagex,101863.75,3.5,26.0
1075,jaguar land rover,78472.0,3.8775510204081636,149.0
1076,jane street,51272.333333333336,4.666666666666667,3.0
1077,janssen,70130.66666666667,4.2,5.0
1078,janus henderson investors,104115.0,4.666666666666667,6.0
1079,japan tobacco international,69645.21428571429,4.3809523809523805,21.0
1080,jellyfish,74173.5,3.75,4.0
1081,jo malone,141066.0,4.4,5.0
1082,jojo maman bébé,64330.0,2.75,4.0
1083,jobandtalent,84360.25,1.0,2.0
1084,jockey club racecourses,30084.0,3.0,4.0
1085,johnson & johnson,73418.33678756477,4.100000000000014,40.0
1086,johnson controls,73073.47727272728,3.3333333333333344,9.0
1087,johnson matthey,42172.0,3.769230769230769,26.0
1088,jonas software,21492.0,1.5,2.0
1089,jonothan bosworth,67125.0,4.5,2.0
1090,julius bär,93345.66666666667,4.0,3.0
1091,jumeirah,110835.0,4.666666666666667,3.0
1092,jumio,85852.53846153847,5.0,2.0
1093,jump trading,90473.6,3.5,2.0
1094,jungheinrich,25379.0,3.5,2.0
1095,juniper networks,75186.27906976744,4.5,8.0
1096,jupiter asset management,87524.0,4.0,5.0
1097,just eat,86707.53333333334,3.1071428571428563,28.0
1098,k2,80245.0,2.0,2.0
1099,k2 partnering solutions,62728.25,2.0,4.0
1101,kbr,61789.45714285714,3.5454545454545463,11.0
1102,kfc,45437.0,2.8513513513513518,75.0
1103,kiko,111268.0,1.8,5.0
1104,kldiscovery,115229.5,3.5,2.0
1105,knect365,88221.25,3.0,3.0
1106,kpmg,70312.04761904762,3.682926829268296,208.0
1107,kainos,91847.57142857143,4.333333333333334,24.0
1108,kambi,51663.0,3.6666666666666665,3.0
1109,kantar,77467.24603174604,3.4666666666666566,15.0
1110,kantar consulting,72194.0,4.0,3.0
1111,kantar media,91881.81818181818,2.666666666666667,12.0
1112,kantar worldpanel,93813.90909090909,3.717948717948718,39.0
1113,kaplan,48917.5,3.2,10.0
1114,kaplan international,43252.0,2.5,8.0
1115,kaplan test prep,21304.0,2.5,2.0
1116,kaspersky,73804.775,3.5714285714285716,7.0
1117,kellogg company,98926.25,4.090909090909091,11.0
1118,kelly services,54310.64705882353,4.0,3.0
1119,kenshoo,73028.45454545454,3.5,2.0
1120,kepak group,99229.0,3.0,2.0
1121,kering,72342.08823529411,4.800000000000006,5.0
1122,kerry,117500.55555555556,3.6000000000000005,5.0
1123,keysight technologies,79535.6625,4.0,2.0
1124,keytree,75094.0,5.0,2.0
1125,kheiron medical,88924.25,3.0,2.0
1126,kimberly-clark,75898.08571428571,4.277777777777775,18.0
1127,kindred group,69851.83333333333,4.217391304347827,23.0
1128,king's college london,62050.5,3.333333333333333,54.0
1129,kingfisher,76578.54545454546,3.692307692307693,13.0
1131,knight frank,65061.333333333336,3.0833333333333326,12.0
1132,kohler,51092.8,3.5,2.0
1133,komatsu,85593.33333333333,3.5,2.0
1134,konica minolta business solutions,71222.5,2.5,2.0
1135,kraft heinz company,71762.8,3.5384615384615383,13.0
1136,kronos incorporated,96426.0,3.857142857142857,7.0
1137,kudelski,85495.0,4.5,2.0
1138,kuehne + nagel,64252.833333333336,3.0,2.0
1139,kuoni,95922.0,3.6666666666666665,3.0
1140,kuoni tumlare,71302.2,2.0,2.0
1141,kurt geiger,73616.33333333333,2.714285714285714,28.0
1142,kurtosys,53577.5,2.6666666666666665,3.0
1143,kühne + nagel,65072.230769230766,3.0,5.0
1144,l'occitane,95590.5,4.0588235294117645,17.0
1145,l'oréal,75676.08450704225,3.9393939393939386,34.0
1146,l3 technologies,102603.0,3.0,2.0
1147,l3harris,83324.5,3.5,2.0
1149,lg electronics,41662.71428571428,3.5,6.0
1150,lgc,53381.0,2.090909090909091,11.0
1151,lhi group,63726.78571428572,2.0,2.0
1152,llamasoft,55455.666666666664,4.0,3.0
1153,lv=,115890.0,4.08,25.0
1154,lvmh,69537.57608695653,4.0,5.0
1155,la fosse associates,76080.33333333333,4.375,8.0
1156,lasalle investment management,98162.25,2.6666666666666665,3.0
1157,lactalis,85400.66666666667,3.8000000000000003,5.0
1158,ladbrokes,75414.25,2.4285714285714284,7.0
1159,landtech,94495.0,5.0,2.0
1160,landis+gyr,88017.25,3.8333333333333335,6.0
1161,landor,102009.0,3.4,5.0
1162,langham hall ,53591.0,2.6666666666666665,3.0
1163,langton howarth,59601.0,4.2,5.0
1164,language matters recruitment consultants,40798.0,3.0,2.0
1165,lavazza,111788.0,3.5,2.0
1166,lear corporation,70548.8,3.0,2.0
1167,leeds building society,90033.0,5.0,2.0
1169,leica biosystems,98647.75,2.75,4.0
1170,leica geosystems,69884.0,4.0,2.0
1171,leica microsystems,51976.5,3.5,2.0
1172,leidos,80191.4,3.727272727272726,11.0
1173,leighton,105973.66666666667,3.6666666666666665,3.0
1174,lendlease,99923.69230769231,3.666666666666666,9.0
1175,lenovo,68579.421686747,3.0,8.0
1176,les mills international,82459.5,2.5,2.0
1177,levi strauss,67338.6,3.6000000000000005,10.0
1178,lexisnexis legal & professional,79618.47368421052,3.7199999999999998,25.0
1179,lexisnexis risk solutions,35231.75,4.0,3.0
1180,lexmark international,92854.33333333333,3.0,2.0
1181,li & fung,76533.57142857143,3.0,3.0
1182,liberty it,80576.0,3.8333333333333335,18.0
1183,lidl,116407.5,3.1428571428571432,92.0
1184,lifescan,117801.66666666667,3.375,8.0
1185,lifeplus,52163.333333333336,2.8571428571428563,7.0
1186,lightsource renewable energy,78249.66666666667,3.0,2.0
1187,lightspeed,106068.0,3.5,2.0
